"logrecno","hh_age","hh_ethnicity","hh_income","hh_race","hh_size","serialno","puma_geoid","bg_geoid","lon_4326","lat_4326","hh_id","county_fips"
5833,0,0,4,0,4,"2018HU0227146",3700100,370119303012,-81.9073509838434,36.0927517774551,370000107339,"37011"
5826,0,0,5,0,0,"2015000682318",3700100,370119301001,-81.8470972132224,36.1737923070608,370000105655,"37011"
5837,0,0,5,0,1,"2017000219295",3700100,370119303022,-81.9786735192628,36.1394664076961,370000109682,"37011"
5826,0,0,6,0,0,"2018HU0549592",3700100,370119301001,-81.8773092479348,36.1634428149585,370000105656,"37011"
5826,0,0,6,0,1,"2018HU0549592",3700100,370119301001,-81.8633727056314,36.1650029789647,370000105657,"37011"
5837,0,1,0,0,0,"2019HU0598504",3700100,370119303022,-81.9851943856655,36.1538199844939,370000109683,"37011"
5833,0,1,0,0,1,"2018HU0774701",3700100,370119303012,-81.9080774448968,36.1220051908578,370000107340,"37011"
5836,0,1,0,0,1,"2017000827644",3700100,370119303021,-81.9721697475037,36.1562761656382,370000108993,"37011"
5837,0,1,0,0,2,"2018HU0696491",3700100,370119303022,-81.983749160592,36.1582577127894,370000109684,"37011"
5830,0,1,0,0,3,"2017001295390",3700100,370119302002,-81.7835544569495,36.0900980832459,370000106306,"37011"
5836,0,1,0,0,3,"2015001092467",3700100,370119303021,-81.9765987438853,36.1620208711355,370000108994,"37011"
5833,0,1,0,0,4,"2017001064971",3700100,370119303012,-81.9263542009425,36.0874526691357,370000107341,"37011"
5837,0,1,0,0,4,"2016000837451",3700100,370119303022,-81.9999872871552,36.1476141068678,370000109685,"37011"
5830,0,1,0,0,6,"2016000499951",3700100,370119302002,-81.8659205078534,36.0667353098584,370000106307,"37011"
5826,0,1,0,4,1,"2018HU1118596",3700100,370119301001,-81.8417291264313,36.1296625391459,370000105658,"37011"
5830,0,1,1,0,0,"2018HU0473785",3700100,370119302002,-81.8343030388595,36.0826129142253,370000106308,"37011"
5833,0,1,1,0,0,"2016000823306",3700100,370119303012,-81.9269157927963,36.0834273869471,370000107342,"37011"
5833,0,1,1,0,0,"2018HU0473785",3700100,370119303012,-81.9258623021543,36.0847852040001,370000107343,"37011"
5826,0,1,1,0,1,"2018HU1099108",3700100,370119301001,-81.8712534374018,36.1869345354134,370000105659,"37011"
5830,0,1,1,0,1,"2015000202411",3700100,370119302002,-81.8768480499671,36.0663687042353,370000106309,"37011"
5830,0,1,1,0,1,"2019HU0034133",3700100,370119302002,-81.7644521218993,36.0787594027719,370000106310,"37011"
5833,0,1,1,0,1,"2018HU0218858",3700100,370119303012,-81.8953895027523,36.1267254273838,370000107344,"37011"
