"logrecno","hh_age","hh_ethnicity","hh_income","hh_race","hh_size","serialno","puma_geoid","bg_geoid","lon_4326","lat_4326","hh_id","county_fips"
5811,0,0,0,0,0,"2017000949196",3700100,370099704003,-81.4864459889539,36.3907609224472,370000096545,"37009"
5811,0,0,0,0,1,"2019HU1030856",3700100,370099704003,-81.4920026135535,36.4110484698834,370000096546,"37009"
5814,0,0,0,0,1,"2017000026479",3700100,370099705002,-81.4858048674543,36.4109275791895,370000099894,"37009"
5817,0,0,2,0,0,"2015000203893",3700100,370099705005,-81.4204221463879,36.4024507540158,370000099351,"37009"
5806,0,0,2,0,1,"2016000130100",3700100,370099702003,-81.5430612528992,36.4926093923627,370000093840,"37009"
5811,0,0,3,0,4,"2018HU0946439",3700100,370099704003,-81.5001584304425,36.4171877113553,370000096547,"37009"
5816,0,0,4,0,1,"2019HU0853501",3700100,370099705004,-81.468652635201,36.3846397625218,370000098461,"37009"
5811,0,0,5,0,0,"2018HU0150153",3700100,370099704003,-81.4828473681161,36.409488996754,370000096548,"37009"
5816,0,0,5,0,0,"2018HU0907464",3700100,370099705004,-81.455276161444,36.4147031131703,370000098462,"37009"
5819,0,0,5,0,0,"2019HU1261715",3700100,370099707002,-81.5537189500923,36.2761300893606,370000100835,"37009"
5804,0,1,0,0,0,"2017001070097",3700100,370099702001,-81.5159829180625,36.5786553839446,370000093092,"37009"
5807,0,1,0,0,0,"2017000053086",3700100,370099703001,-81.6832476474452,36.4757082088592,370000094301,"37009"
5807,0,1,0,0,0,"2017000249808",3700100,370099703001,-81.6796136993213,36.4881646554588,370000094302,"37009"
5811,0,1,0,0,0,"2016000222087",3700100,370099704003,-81.4862432661693,36.4101559062662,370000096549,"37009"
5816,0,1,0,0,0,"2017000125243",3700100,370099705004,-81.4460360857825,36.3840686514098,370000098463,"37009"
5814,0,1,0,0,0,"2017000249808",3700100,370099705002,-81.4788062013463,36.4345469134912,370000099895,"37009"
5814,0,1,0,0,0,"2017000728508",3700100,370099705002,-81.4854433169973,36.4329969130428,370000099896,"37009"
5825,0,1,0,0,0,"2017001070097",3700100,370099708003,-81.3212658873773,36.3911797717545,370000104102,"37009"
5825,0,1,0,0,0,"2017000653486",3700100,370099708003,-81.2919273871065,36.4488859256126,370000104103,"37009"
5804,0,1,0,0,1,"2015000653340",3700100,370099702001,-81.6215511221356,36.5816458706265,370000093093,"37009"
5804,0,1,0,0,1,"2019HU0372343",3700100,370099702001,-81.5349844984039,36.5810317275156,370000093094,"37009"
5805,0,1,0,0,1,"2018HU1142097",3700100,370099702002,-81.5112609136292,36.5009527344515,370000093512,"37009"
5806,0,1,0,0,1,"2016000881032",3700100,370099702003,-81.5258552516595,36.4791763334082,370000093841,"37009"
5807,0,1,0,0,1,"2018HU1142097",3700100,370099703001,-81.6922311841267,36.4906450096584,370000094303,"37009"
5810,0,1,0,0,1,"2018HU0854032",3700100,370099704002,-81.4941621819061,36.4044114327468,370000095972,"37009"
5816,0,1,0,0,1,"2017000827644",3700100,370099705004,-81.4302230038964,36.3582672720296,370000098464,"37009"
5814,0,1,0,0,1,"2016001340714",3700100,370099705002,-81.4752228115597,36.4205131028939,370000099897,"37009"
5814,0,1,0,0,1,"2019HU0480962",3700100,370099705002,-81.4821148866758,36.4201118654487,370000099898,"37009"
5819,0,1,0,0,1,"2016001340714",3700100,370099707002,-81.5242012852526,36.3113099945348,370000100836,"37009"
5825,0,1,0,0,1,"2019HU0176942",3700100,370099708003,-81.2749288621116,36.4152840008149,370000104104,"37009"
5806,0,1,0,0,2,"2016000646750",3700100,370099702003,-81.5349582438004,36.4950239571487,370000093842,"37009"
5807,0,1,0,0,2,"2016001464212",3700100,370099703001,-81.6548763075436,36.5436271611417,370000094304,"37009"
5811,0,1,0,0,2,"2016001256267",3700100,370099704003,-81.48477790289,36.4050643438971,370000096550,"37009"
5817,0,1,0,0,2,"2016001256267",3700100,370099705005,-81.4156518697128,36.4410758636461,370000099352,"37009"
5825,0,1,0,0,2,"2019HU0460589",3700100,370099708003,-81.389690627716,36.3932225797008,370000104105,"37009"
5807,0,1,0,0,4,"2018HU0804747",3700100,370099703001,-81.6891256146931,36.514545271302,370000094305,"37009"
5811,0,1,0,0,4,"2016000837451",3700100,370099704003,-81.4907973323981,36.4069300737447,370000096551,"37009"
5825,0,1,0,0,4,"2019HU1312936",3700100,370099708003,-81.3077374286633,36.4744779153504,370000104106,"37009"
5814,0,1,0,1,1,"2017001001060",3700100,370099705002,-81.480026707585,36.4342510463709,370000099899,"37009"
5814,0,1,0,3,1,"2019HU1371230",3700100,370099705002,-81.4814436949715,36.4209953471222,370000099900,"37009"
5816,0,1,0,3,3,"2017000198847",3700100,370099705004,-81.47437396378,36.4163623626918,370000098465,"37009"
5804,0,1,1,0,0,"2019HU0230866",3700100,370099702001,-81.5364843404042,36.556873190213,370000093095,"37009"
5807,0,1,1,0,0,"2018HU0222002",3700100,370099703001,-81.6777836607369,36.4794643890174,370000094306,"37009"
5807,0,1,1,0,0,"2018HU0458822",3700100,370099703001,-81.6572441815706,36.5038741451021,370000094307,"37009"
5807,0,1,1,0,0,"2018HU0473785",3700100,370099703001,-81.6672033211202,36.4712586362602,370000094308,"37009"
5811,0,1,1,0,0,"2018HU0222002",3700100,370099704003,-81.4895513663994,36.4121750471288,370000096552,"37009"
5816,0,1,1,0,0,"2018HU0458822",3700100,370099705004,-81.4397236925358,36.3673870278239,370000098466,"37009"
5825,0,1,1,0,0,"2018HU0473785",3700100,370099708003,-81.3437449674635,36.3847829988531,370000104107,"37009"
5804,0,1,1,0,1,"2019HU0263450",3700100,370099702001,-81.5395869742834,36.5601488445281,370000093096,"37009"
5807,0,1,1,0,1,"2018HU1099108",3700100,370099703001,-81.6860312716659,36.4854986704179,370000094309,"37009"
5807,0,1,1,0,1,"2018HU1099108",3700100,370099703001,-81.6018002312738,36.4998324000378,370000094310,"37009"
5810,0,1,1,0,1,"2015000202411",3700100,370099704002,-81.4966581084267,36.4032164149323,370000095973,"37009"
5811,0,1,1,0,1,"2019HU1378055",3700100,370099704003,-81.4926577537467,36.4201262589769,370000096553,"37009"
5825,0,1,1,0,1,"2018HU0234295",3700100,370099708003,-81.3182736183514,36.4149708846264,370000104108,"37009"
5825,0,1,1,0,1,"2015000202411",3700100,370099708003,-81.3812671397405,36.3311158899972,370000104109,"37009"
5807,0,1,1,0,2,"2015001314327",3700100,370099703001,-81.6249525768307,36.4981366575449,370000094311,"37009"
5807,0,1,1,0,2,"2016000959948",3700100,370099703001,-81.5840578572048,36.5189873208391,370000094312,"37009"
5811,0,1,1,0,2,"2019HU0152572",3700100,370099704003,-81.4994420203406,36.4157931471042,370000096554,"37009"
5811,0,1,1,0,2,"2017001044347",3700100,370099704003,-81.4892311932064,36.4016035662142,370000096555,"37009"
5816,0,1,1,0,2,"2016000982817",3700100,370099705004,-81.4431757209113,36.4145174467291,370000098467,"37009"
5825,0,1,1,0,2,"2019HU1141517",3700100,370099708003,-81.397600501136,36.3351898765173,370000104110,"37009"
5811,0,1,1,0,3,"2015000779410",3700100,370099704003,-81.4820305548413,36.3845907152392,370000096556,"37009"
5825,0,1,1,0,3,"2016001141200",3700100,370099708003,-81.3337486996162,36.4204309373319,370000104111,"37009"
5807,0,1,1,0,4,"2017001330360",3700100,370099703001,-81.6025627899041,36.4905782089742,370000094313,"37009"
5811,0,1,1,0,4,"2018HU0896959",3700100,370099704003,-81.49077705734,36.4119878935652,370000096557,"37009"
5811,0,1,1,0,4,"2017001330360",3700100,370099704003,-81.4954232652003,36.411873062859,370000096558,"37009"
5816,0,1,1,0,4,"2017001330360",3700100,370099705004,-81.4370193838072,36.3896149847785,370000098468,"37009"
5825,0,1,1,0,4,"2017001330360",3700100,370099708003,-81.2787911513725,36.4492194928055,370000104112,"37009"
5806,0,1,2,0,0,"2016000691007",3700100,370099702003,-81.5138882567037,36.4997990767553,370000093843,"37009"
5806,0,1,2,0,0,"2015000783675",3700100,370099702003,-81.5418587605308,36.4661087358463,370000093844,"37009"
5807,0,1,2,0,0,"2019HU1251240",3700100,370099703001,-81.5994983058216,36.5213550843288,370000094314,"37009"
5811,0,1,2,0,0,"2017000670465",3700100,370099704003,-81.4788438763707,36.3796733136017,370000096559,"37009"
5816,0,1,2,0,0,"2017000998807",3700100,370099705004,-81.4229483142355,36.337126768754,370000098469,"37009"
5817,0,1,2,0,0,"2018HU0400378",3700100,370099705005,-81.406440227672,36.4417295226015,370000099353,"37009"
5814,0,1,2,0,0,"2017000582692",3700100,370099705002,-81.4922532750348,36.4272058859699,370000099901,"37009"
5819,0,1,2,0,0,"2017000808292",3700100,370099707002,-81.5176180182346,36.3048094730402,370000100837,"37009"
5823,0,1,2,0,0,"2019HU0610495",3700100,370099708001,-81.4596629314608,36.5667773841936,370000102731,"37009"
5825,0,1,2,0,0,"2018HU1376135",3700100,370099708003,-81.3626459948113,36.3669829266338,370000104113,"37009"
5804,0,1,2,0,1,"2016000031628",3700100,370099702001,-81.5369891055622,36.5434723563553,370000093097,"37009"
5804,0,1,2,0,1,"2017000261749",3700100,370099702001,-81.6032008947346,36.5512707877827,370000093098,"37009"
5805,0,1,2,0,1,"2017000493392",3700100,370099702002,-81.4956918012818,36.5258245272677,370000093513,"37009"
5806,0,1,2,0,1,"2015000861784",3700100,370099702003,-81.5334186301457,36.4637982922076,370000093845,"37009"
5806,0,1,2,0,1,"2017000222951",3700100,370099702003,-81.5276381404806,36.4913420011499,370000093846,"37009"
