"hh_id","FIPS","hh_size","LAT","LON"
370000006978,"37001",0,36.1292115014417,-79.4622941584386
370000024208,"37001",0,36.0765629433899,-79.3886544918066
370000049447,"37001",0,36.105772045775,-79.4876925177788
370000049448,"37001",0,36.1006126918466,-79.5085176816278
370000000415,"37001",1,36.0963799652494,-79.4311212220275
370000006037,"37001",1,36.1165831905076,-79.4273834887241
370000024209,"37001",1,36.0773703730016,-79.3915234269868
370000047742,"37001",1,36.0869220808824,-79.5125960724696
370000049449,"37001",1,36.0972574109976,-79.5126043727964
370000049450,"37001",1,36.0978207804128,-79.5141602821325
370000049451,"37001",1,36.1018793156428,-79.4961941015885
370000049452,"37001",1,36.1026515073151,-79.4937546830747
370000049453,"37001",1,36.0997722437064,-79.5129738620636
370000049454,"37001",1,36.101432685322,-79.5089891936396
370000008246,"37001",2,36.1159963989304,-79.4894672213024
370000049455,"37001",2,36.1010052133154,-79.510016976723
370000049456,"37001",2,36.100926129828,-79.5083893966168
370000049457,"37001",2,36.0983873799457,-79.5087558324532
370000049458,"37001",2,36.0987334062267,-79.5116779858211
370000049459,"37001",2,36.1037122111645,-79.4970209527948
370000049460,"37001",2,36.1006388267818,-79.5118818711692
370000049461,"37001",2,36.0994412734033,-79.5099778723471
370000010151,"37001",3,36.1089177747327,-79.4433974858371
370000024210,"37001",3,36.0765897133092,-79.3912359263166
370000049462,"37001",3,36.097752462415,-79.5102999148172
370000049463,"37001",3,36.0987415146659,-79.5073205736322
370000047743,"37001",4,36.0960962456806,-79.513085975488
370000024211,"37001",5,36.0781883919359,-79.3882565886786
370000000416,"37001",0,36.0957081621069,-79.4340037305653
370000024212,"37001",0,36.0720346006198,-79.3954202678913
370000020321,"37001",1,36.0796667595243,-79.4236130969846
370000024213,"37001",1,36.0772722491384,-79.3881977846546
370000024809,"37001",1,36.073411331408,-79.4045984747041
370000047744,"37001",1,36.0947051309378,-79.5187971897076
370000000000,"37001",2,36.089496007169,-79.4459109239882
370000020322,"37001",3,36.0747895845087,-79.4263227779963
370000025171,"37001",3,36.0760787315038,-79.4024066294299
370000020323,"37001",4,36.0803021993194,-79.4212630465716
370000024810,"37001",5,36.075789501965,-79.407692590083
370000024214,"37001",0,36.074054111474,-79.3922173079761
370000024215,"37001",1,36.0699735101241,-79.3999284581464
370000000417,"37001",0,36.0965990044405,-79.4356251847945
370000013692,"37001",0,36.0780539825464,-79.4955705132951
370000024811,"37001",0,36.0765263767059,-79.4094026772007
370000025172,"37001",0,36.0789808448182,-79.402762903897
370000049464,"37001",0,36.0989379092613,-79.510340480277
370000049465,"37001",0,36.1053418818182,-79.4874719040292
370000018592,"37001",1,36.0698010380209,-79.4388155334909
370000024216,"37001",1,36.0741932961156,-79.3934887526437
370000049466,"37001",1,36.1038475654249,-79.491390965329
370000049467,"37001",1,36.0975864677679,-79.5128579533265
370000049468,"37001",1,36.1012887854863,-79.4949804508813
370000049469,"37001",1,36.1022856183916,-79.4943977237479
370000049470,"37001",1,36.1047391742212,-79.4926251566478
370000049471,"37001",2,36.0972724734372,-79.5125468653396
370000049472,"37001",2,36.0998903127739,-79.5109536212144
370000049473,"37001",2,36.100406918699,-79.5096545756683
370000049474,"37001",2,36.1056520653066,-79.4881076401353
370000049475,"37001",2,36.1005835333964,-79.5104348805112
370000049476,"37001",2,36.1037897903007,-79.4932014972485
370000049477,"37001",3,36.1004056737045,-79.510452306677
370000000418,"37001",0,36.0954935379634,-79.4360552290864
370000018923,"37001",0,36.0757110592157,-79.416958505802
370000020324,"37001",2,36.0764811450751,-79.4247135994898
370000010152,"37001",2,36.112062519479,-79.4485898439222
370000015851,"37001",0,36.0830524474172,-79.457278033563
370000018924,"37001",0,36.0741865275719,-79.4218827861877
370000022264,"37001",0,36.0686479639952,-79.4126235395002
370000024217,"37001",0,36.075620540612,-79.3970564885069
370000024812,"37001",0,36.0730690089279,-79.4104570670019
370000026339,"37001",0,36.0673626182863,-79.3776194952861
370000049478,"37001",0,36.1038776523911,-79.4888104378549
370000054733,"37001",0,36.0130931273833,-79.4385569275202
370000010153,"37001",1,36.1109499270813,-79.4531537426281
370000015852,"37001",1,36.0794507060361,-79.4549797222922
370000021833,"37001",1,36.0477083595603,-79.4039544696318
370000024813,"37001",1,36.0753790134391,-79.4051334744233
370000037885,"37001",1,36.1010907586717,-79.2673510799389
370000049479,"37001",1,36.0999226944057,-79.5075622606533
370000049480,"37001",1,36.0965444842612,-79.5127509024331
370000008247,"37001",2,36.1289291533925,-79.4723765277997
370000024218,"37001",2,36.0772378091165,-79.3878002645588
370000025173,"37001",2,36.0784907675202,-79.4131638466719
370000038990,"37001",2,36.1919112050933,-79.3651407424026
370000049481,"37001",2,36.10112320224,-79.5093648932754
370000049482,"37001",2,36.1047933301768,-79.4894285283265
370000049483,"37001",2,36.1010695468616,-79.5115879718822
370000019552,"37001",3,36.0779353479937,-79.4395703321737
370000024219,"37001",3,36.0754512524516,-79.3980310032187
370000025174,"37001",4,36.0795207451546,-79.40823663058
370000019553,"37001",6,36.0787254040659,-79.4288929001164
370000024220,"37001",0,36.074345812734,-79.3987608521258
370000024814,"37001",0,36.0729042974833,-79.4035457217099
370000015853,"37001",1,36.0803594292143,-79.4574731379612
370000018925,"37001",1,36.0731762037049,-79.4247273549359
370000024221,"37001",1,36.0764882118297,-79.389197098623
370000008248,"37001",2,36.1261885539476,-79.4710110241799
370000020325,"37001",3,36.0742773129621,-79.4273359920665
370000006979,"37001",4,36.1298857850295,-79.4280084806956
370000024815,"37001",4,36.0764798746377,-79.4077913903646
370000015854,"37001",0,36.074680216472,-79.4632639326879
370000024222,"37001",0,36.074254327505,-79.3957275011944
370000024223,"37001",1,36.0701483792113,-79.3981151148993
370000024816,"37001",1,36.0760297215804,-79.4090586265009
370000003244,"37001",2,36.1011792115226,-79.4015388770254
370000013693,"37001",0,36.0786650808528,-79.4790541384471
370000017617,"37001",0,36.0689876958827,-79.4530494158287
370000024817,"37001",0,36.072356482529,-79.4073011130318
370000049484,"37001",0,36.1015024535494,-79.4924367733323
370000015855,"37001",1,36.0816632845433,-79.4613932126247
370000017618,"37001",1,36.0703168547496,-79.451947121412
370000021834,"37001",1,36.0495827507554,-79.4017525446655
370000024818,"37001",1,36.0715674258905,-79.408299423053
370000025175,"37001",1,36.0762252560728,-79.3963209038838
370000029793,"37001",1,36.0967353481396,-79.3533414410499
370000049485,"37001",1,36.1036604561884,-79.4929264181123
370000049486,"37001",1,36.0992562072624,-79.5089846383895
370000049487,"37001",1,36.0999118282365,-79.5104890856497
370000015856,"37001",2,36.081050635117,-79.4560376406146
370000025176,"37001",2,36.0826968825587,-79.4105633856821
370000045104,"37001",2,36.1356437534574,-79.4917188923276
370000049488,"37001",2,36.104635508707,-79.491703405933
370000049489,"37001",2,36.0994773846198,-79.5124898484123
370000049490,"37001",2,36.1001971275829,-79.5114713186203
370000049491,"37001",2,36.1000410061758,-79.5117861407065
370000018926,"37001",3,36.0690995918727,-79.4204400151497
370000049492,"37001",5,36.1008661371196,-79.5079190718767
370000010154,"37001",0,36.1107880960214,-79.4521493999334
370000015857,"37001",1,36.078639803818,-79.4509819501933
370000018593,"37001",1,36.0685215677378,-79.4357865344724
370000020923,"37001",1,36.0853060881389,-79.4365494703816
370000006038,"37001",2,36.1124216320254,-79.4274473494073
370000010155,"37001",4,36.1094198927734,-79.442013963452
