"logrecno","hh_age","hh_ethnicity","hh_income","hh_race","hh_size","serialno","puma_geoid","bg_geoid","lon_4326","lat_4326","hh_id","county_fips"
5763,0,0,1,3,2,"2019HU0396665",3702000,370030405001,-81.059226309729,35.878261079505,370000071566,"37003"
5762,0,0,2,0,1,"2015000541105",3702000,370030404005,-81.1729822908088,35.9256714898164,370000068975,"37003"
5763,0,0,4,0,2,"2019HU1183548",3702000,370030405001,-81.0449230556881,35.8625946146197,370000071567,"37003"
5763,0,0,4,3,2,"2015000562621",3702000,370030405001,-81.0509895473761,35.8572948392806,370000071568,"37003"
5753,0,0,6,0,1,"2019HU0870073",3702000,370030402001,-81.2150163973022,36.0136045974399,370000066838,"37003"
5762,0,0,6,0,2,"2019HU0280145",3702000,370030404005,-81.1816907372624,35.9334910843591,370000068976,"37003"
5757,0,1,0,0,0,"2016001503755",3702000,370030403002,-81.2939103298029,35.8600790019253,370000067793,"37003"
5762,0,1,0,0,0,"2019HU1181616",3702000,370030404005,-81.1736969713451,35.9289028059694,370000068977,"37003"
5759,0,1,0,0,0,"2017000263102",3702000,370030404002,-81.1848063309315,35.9066510936195,370000069418,"37003"
5767,0,1,0,0,0,"2019HU0618257",3702000,370030406001,-81.1417296302238,35.8274650122423,370000074317,"37003"
5753,0,1,0,0,1,"2017000965609",3702000,370030402001,-81.1789750334941,35.9957450220236,370000066839,"37003"
5757,0,1,0,0,1,"2017000965609",3702000,370030403002,-81.2874461643433,35.8471984442296,370000067794,"37003"
5761,0,1,0,0,1,"2015000083304",3702000,370030404004,-81.1948675307003,35.9365025288016,370000068549,"37003"
5759,0,1,0,0,1,"2017000478734",3702000,370030404002,-81.1744457121332,35.9077634546992,370000069419,"37003"
5767,0,1,0,0,1,"2016001324818",3702000,370030406001,-81.1676431830293,35.8690874633635,370000074318,"37003"
5757,0,1,0,0,2,"2015001008952",3702000,370030403002,-81.3148809656322,35.8926564184977,370000067795,"37003"
5761,0,1,0,0,2,"2019HU0635497",3702000,370030404004,-81.2154438542268,35.9336075702827,370000068550,"37003"
5762,0,1,0,0,2,"2018HU0571499",3702000,370030404005,-81.180236305016,35.939526646342,370000068978,"37003"
5760,0,1,0,0,2,"2019HU1102353",3702000,370030404003,-81.178968145508,35.9156434105358,370000070705,"37003"
5763,0,1,0,0,2,"2015000182086",3702000,370030405001,-81.0439777061025,35.8581074174717,370000071569,"37003"
5767,0,1,0,0,2,"2015000623622",3702000,370030406001,-81.1826187994125,35.8348736698021,370000074319,"37003"
5753,0,1,0,0,3,"2015000915934",3702000,370030402001,-81.2101444853048,36.0266890676498,370000066840,"37003"
5760,0,1,0,0,3,"2017000867340",3702000,370030404003,-81.1859711881361,35.9147029935853,370000070706,"37003"
5766,0,1,0,0,3,"2017000867340",3702000,370030405004,-81.108729076585,35.8436987062498,370000072085,"37003"
5767,0,1,0,0,3,"2015000915934",3702000,370030406001,-81.1730305685871,35.8624936866121,370000074320,"37003"
5761,0,1,0,0,4,"2017000689252",3702000,370030404004,-81.1888929624489,35.9298509464928,370000068551,"37003"
5767,0,1,0,0,4,"2018HU0804747",3702000,370030406001,-81.1826599397528,35.8510059096093,370000074321,"37003"
5762,0,1,0,1,0,"2019HU0472971",3702000,370030404005,-81.1725523984919,35.927420205962,370000068979,"37003"
5759,0,1,0,1,0,"2015000806960",3702000,370030404002,-81.1604288722711,35.9178618702052,370000069420,"37003"
5756,0,1,0,1,1,"2017000451168",3702000,370030403001,-81.279475285538,35.8798585803398,370000067316,"37003"
5761,0,1,0,1,1,"2017001001060",3702000,370030404004,-81.1856416603068,35.9282105926872,370000068552,"37003"
5762,0,1,0,3,2,"2018HU0827508",3702000,370030404005,-81.1712243758587,35.926366942081,370000068980,"37003"
5768,0,1,1,0,0,"2017000809696",3702000,370030406002,-81.1884787296126,35.8514064077486,370000075183,"37003"
5751,0,1,1,0,1,"2015000703394",3702000,370030401002,-81.0771591240391,35.9362630845457,370000065442,"37003"
5757,0,1,1,0,1,"2016000147793",3702000,370030403002,-81.3318340221367,35.9047521343435,370000067796,"37003"
5766,0,1,1,0,1,"2018HU0854583",3702000,370030405004,-81.0927928668183,35.8557443394798,370000072086,"37003"
5768,0,1,1,0,1,"2016001269426",3702000,370030406002,-81.188426842918,35.8461509873498,370000075184,"37003"
5762,0,1,1,0,2,"2015001416552",3702000,370030404005,-81.1815585364817,35.9332091772191,370000068981,"37003"
5761,0,1,1,0,3,"2015000445948",3702000,370030404004,-81.1841390981179,35.9303668671238,370000068553,"37003"
5768,0,1,1,0,3,"2015001243587",3702000,370030406002,-81.2058069300936,35.865026413475,370000075185,"37003"
5763,0,1,1,0,5,"2018HU1394542",3702000,370030405001,-81.0536464133328,35.8664689665247,370000071570,"37003"
5757,0,1,2,0,0,"2018HU1307163",3702000,370030403002,-81.2862743092955,35.8463575894366,370000067797,"37003"
5761,0,1,2,0,0,"2016000227607",3702000,370030404004,-81.1774247942691,35.9251666305475,370000068554,"37003"
5762,0,1,2,0,0,"2015001278116",3702000,370030404005,-81.1713526975401,35.9261272818149,370000068982,"37003"
5759,0,1,2,0,0,"2016000263590",3702000,370030404002,-81.1703375897508,35.9190031414658,370000069421,"37003"
5767,0,1,2,0,0,"2015000811205",3702000,370030406001,-81.1902477147716,35.872006154603,370000074322,"37003"
5768,0,1,2,0,0,"2016000803289",3702000,370030406002,-81.2026660499632,35.8797040087213,370000075186,"37003"
5756,0,1,2,0,1,"2018HU1023867",3702000,370030403001,-81.2308658087191,35.8881503746547,370000067317,"37003"
5761,0,1,2,0,1,"2015000994600",3702000,370030404004,-81.1946953413126,35.9237425590597,370000068555,"37003"
5762,0,1,2,0,1,"2018HU1395584",3702000,370030404005,-81.1637347292942,35.935656791459,370000068983,"37003"
5759,0,1,2,0,1,"2017000120767",3702000,370030404002,-81.175934307013,35.9223794456433,370000069422,"37003"
5760,0,1,2,0,1,"2015001281528",3702000,370030404003,-81.2165920693188,35.9160486296994,370000070707,"37003"
5766,0,1,2,0,1,"2018HU0869521",3702000,370030405004,-81.1305570189416,35.8651875340662,370000072087,"37003"
5767,0,1,2,0,1,"2016001465560",3702000,370030406001,-81.1652165937879,35.8920273084629,370000074323,"37003"
5768,0,1,2,0,1,"2016001392758",3702000,370030406002,-81.199462613195,35.8338611612409,370000075187,"37003"
5768,0,1,2,0,1,"2015001368718",3702000,370030406002,-81.205943702448,35.8462919949874,370000075188,"37003"
5762,0,1,2,0,2,"2015000911113",3702000,370030404005,-81.1818197371562,35.9333618344835,370000068984,"37003"
5759,0,1,2,0,2,"2019HU0690220",3702000,370030404002,-81.1627590046294,35.9164089247595,370000069423,"37003"
5760,0,1,2,0,2,"2018HU0489552",3702000,370030404003,-81.185309809766,35.9183523173274,370000070708,"37003"
5767,0,1,2,0,2,"2017001177253",3702000,370030406001,-81.1840317575277,35.8281685433126,370000074324,"37003"
5768,0,1,2,0,2,"2017000047646",3702000,370030406002,-81.199199236111,35.8878484219074,370000075189,"37003"
5757,0,1,2,0,3,"2018HU0795007",3702000,370030403002,-81.2960790879079,35.8921181278636,370000067798,"37003"
5759,0,1,2,0,3,"2019HU0084067",3702000,370030404002,-81.1822239230007,35.9150764688831,370000069424,"37003"
5760,0,1,2,0,3,"2019HU0442708",3702000,370030404003,-81.1859734359225,35.9145417478229,370000070709,"37003"
5763,0,1,2,0,3,"2017001137254",3702000,370030405001,-81.0451109879377,35.8809699881519,370000071571,"37003"
5767,0,1,2,0,3,"2018HU0795007",3702000,370030406001,-81.1669544329893,35.8879232220867,370000074325,"37003"
5767,0,1,2,0,4,"2016001370903",3702000,370030406001,-81.1775716887024,35.8310090936514,370000074326,"37003"
5762,0,1,2,0,5,"2016000045997",3702000,370030404005,-81.1731602868222,35.9253640310387,370000068985,"37003"
5763,0,1,2,0,5,"2016000370884",3702000,370030405001,-81.0453386499011,35.8639106079158,370000071572,"37003"
5766,0,1,2,0,6,"2016001393128",3702000,370030405004,-81.1112603161467,35.7829181775864,370000072088,"37003"
5759,0,1,2,1,1,"2015001010656",3702000,370030404002,-81.1880379633605,35.9125980442515,370000069425,"37003"
5761,0,1,2,1,2,"2017000945216",3702000,370030404004,-81.2053123990668,35.9419366975232,370000068556,"37003"
5762,0,1,2,1,2,"2016000861029",3702000,370030404005,-81.1763689202169,35.9250967793075,370000068986,"37003"
5767,0,1,2,2,1,"2019HU0021212",3702000,370030406001,-81.1800146245427,35.8392708736916,370000074327,"37003"
5768,0,1,2,4,1,"2019HU0910780",3702000,370030406002,-81.1890256092033,35.839943016529,370000075190,"37003"
5751,0,1,3,0,0,"2018HU1392970",3702000,370030401002,-81.0859618861094,35.9563249414714,370000065443,"37003"
5761,0,1,3,0,0,"2015000772917",3702000,370030404004,-81.2128120156641,35.9430284376988,370000068557,"37003"
5761,0,1,3,0,0,"2016001517209",3702000,370030404004,-81.1836282318509,35.9223675347299,370000068558,"37003"
5762,0,1,3,0,0,"2016001073368",3702000,370030404005,-81.1748254248272,35.9283455280754,370000068987,"37003"
5759,0,1,3,0,0,"2016000538285",3702000,370030404002,-81.1689362484913,35.9160889290699,370000069426,"37003"
5763,0,1,3,0,0,"2015000328162",3702000,370030405001,-81.0483558989309,35.8648051213695,370000071573,"37003"
5767,0,1,3,0,0,"2015001063402",3702000,370030406001,-81.1489925143947,35.8793822005438,370000074328,"37003"
5767,0,1,3,0,0,"2017001322055",3702000,370030406001,-81.1602785015376,35.8879405445468,370000074329,"37003"
5768,0,1,3,0,0,"2015000498115",3702000,370030406002,-81.1882450503842,35.8376533644629,370000075191,"37003"
5761,0,1,3,0,1,"2015001361182",3702000,370030404004,-81.1956845575639,35.9373322550121,370000068559,"37003"
5762,0,1,3,0,1,"2018HU0609483",3702000,370030404005,-81.1681961854422,35.9411525823525,370000068988,"37003"
5760,0,1,3,0,1,"2018HU0595232",3702000,370030404003,-81.1929839692696,35.9170244724909,370000070710,"37003"
5763,0,1,3,0,1,"2015000989000",3702000,370030405001,-81.0533491972682,35.8712091031939,370000071574,"37003"
5767,0,1,3,0,1,"2018HU0186156",3702000,370030406001,-81.1705255606838,35.8830678649963,370000074330,"37003"
5767,0,1,3,0,1,"2016000421720",3702000,370030406001,-81.1527311454568,35.8879514520988,370000074331,"37003"
5768,0,1,3,0,1,"2015000523436",3702000,370030406002,-81.2029309250951,35.8968489083972,370000075192,"37003"
5762,0,1,3,0,2,"2016000042625",3702000,370030404005,-81.172853519692,35.9246098943068,370000068989,"37003"
5759,0,1,3,0,3,"2017000051834",3702000,370030404002,-81.1716662985625,35.9152419780667,370000069427,"37003"
5767,0,1,3,0,3,"2017000051834",3702000,370030406001,-81.1528325229161,35.8899793857532,370000074332,"37003"
5761,0,1,3,0,4,"2015000428395",3702000,370030404004,-81.1775017169336,35.9241695882795,370000068560,"37003"
5762,0,1,3,0,5,"2019HU0052524",3702000,370030404005,-81.1708720377871,35.9296772827001,370000068990,"37003"
5767,0,1,3,0,5,"2015001061266",3702000,370030406001,-81.1465077730014,35.8765142615401,370000074333,"37003"
5761,0,1,3,1,1,"2017000795854",3702000,370030404004,-81.2289625139569,35.9264580852342,370000068561,"37003"
5762,0,1,3,1,1,"2018HU0397276",3702000,370030404005,-81.1730561277638,35.9246857502037,370000068991,"37003"
5762,0,1,3,1,2,"2016000398947",3702000,370030404005,-81.1731433068228,35.9258593281721,370000068992,"37003"
