"logrecno","hh_age","hh_ethnicity","hh_income","hh_race","hh_size","serialno","puma_geoid","bg_geoid","lon_4326","lat_4326","hh_id","county_fips"
5790,0,0,1,0,1,"2019HU1220380",3705300,370079203002,-80.1956721253525,35.0085248631228,370000086826,"37007"
5790,0,0,1,1,4,"2015000817648",3705300,370079203002,-80.1992739727719,35.0104826938244,370000086827,"37007"
5790,0,0,2,0,1,"2017000924957",3705300,370079203002,-80.2032817707872,35.0135456220705,370000086828,"37007"
5802,0,0,2,1,0,"2015001285122",3705300,370079206002,-80.0030059396652,34.8635322799073,370000092626,"37007"
5802,0,0,3,1,0,"2016001265940",3705300,370079206002,-80.0042104139795,34.8586676451414,370000092627,"37007"
5790,0,0,4,0,3,"2017001049544",3705300,370079203002,-80.1735591656924,35.0387253891666,370000086829,"37007"
5790,0,0,5,0,2,"2016000400430",3705300,370079203002,-80.2053641411628,35.0083638903584,370000086830,"37007"
5802,0,0,5,1,1,"2018HU0643992",3705300,370079206002,-79.977588349761,34.8291238732751,370000092628,"37007"
5798,0,1,0,0,0,"2017000637726",3705300,370079205003,-80.0877539708215,34.9458713450083,370000089246,"37007"
5788,0,1,0,0,1,"2015000100953",3705300,370079202001,-80.1179782035156,35.1082441146959,370000084866,"37007"
5791,0,1,0,0,1,"2017000329970",3705300,370079203003,-80.2657013733992,35.0073115516475,370000086069,"37007"
5793,0,1,0,0,1,"2017000329970",3705300,370079204001,-80.0699758268118,34.9796841354538,370000088054,"37007"
5798,0,1,0,0,1,"2019HU1177119",3705300,370079205003,-80.0829012140759,34.9588749672434,370000089247,"37007"
5798,0,1,0,0,1,"2015000100953",3705300,370079205003,-80.088974966424,34.9503932319482,370000089248,"37007"
5788,0,1,0,0,2,"2015001008952",3705300,370079202001,-80.1096440080695,35.1320851608665,370000084867,"37007"
5798,0,1,0,0,2,"2016000289247",3705300,370079205003,-80.0870190955005,34.9576649774419,370000089249,"37007"
5795,0,1,0,0,3,"2019HU1135959",3705300,370079204003,-80.0785081756721,34.9743164455869,370000088364,"37007"
5795,0,1,0,1,0,"2019HU1225857",3705300,370079204003,-80.0482636902506,34.9721006770031,370000088365,"37007"
5798,0,1,0,1,0,"2017001182589",3705300,370079205003,-80.0863561372847,34.9513495531191,370000089250,"37007"
5802,0,1,0,1,0,"2016000694618",3705300,370079206002,-79.9186321187723,34.837509768747,370000092629,"37007"
5787,0,1,0,1,1,"2017000952876",3705300,370079201003,-80.0074505455612,34.9731312923106,370000083548,"37007"
5793,0,1,0,1,1,"2017000952876",3705300,370079204001,-80.0702338956981,34.9798427547959,370000088055,"37007"
5795,0,1,0,1,1,"2017000952876",3705300,370079204003,-80.0757465789316,34.9687273657316,370000088366,"37007"
5798,0,1,0,1,1,"2017000952876",3705300,370079205003,-80.0778889819707,34.9599657879395,370000089251,"37007"
5787,0,1,0,1,2,"2015000106538",3705300,370079201003,-79.9922391565921,34.9740146469284,370000083549,"37007"
5793,0,1,0,1,2,"2015000106538",3705300,370079204001,-80.0167028856727,35.0074323764243,370000088056,"37007"
5795,0,1,0,1,2,"2015000106538",3705300,370079204003,-80.0660790343652,34.9694933419582,370000088367,"37007"
5795,0,1,0,1,3,"2015000191305",3705300,370079204003,-80.0531504776262,34.9644733387192,370000088368,"37007"
5787,0,1,1,0,0,"2018HU0222002",3705300,370079201003,-79.9977213037262,34.9644713063414,370000083550,"37007"
5790,0,1,1,0,0,"2017000076151",3705300,370079203002,-80.2009614349646,35.0087864488511,370000086831,"37007"
5800,0,1,1,0,0,"2015000987508",3705300,370079205005,-80.0765357738983,34.9599321796132,370000090121,"37007"
5787,0,1,1,0,1,"2019HU1010839",3705300,370079201003,-79.9845505191167,34.9638056124273,370000083551,"37007"
5790,0,1,1,0,1,"2019HU1010839",3705300,370079203002,-80.1724025667686,35.048648981928,370000086832,"37007"
5800,0,1,1,0,1,"2019HU1010839",3705300,370079205005,-80.0617848034573,34.9539129739812,370000090122,"37007"
5795,0,1,1,0,5,"2018HU1394542",3705300,370079204003,-80.0636499353243,34.9758742928828,370000088369,"37007"
5788,0,1,1,1,0,"2016000327125",3705300,370079202001,-80.1598109766353,35.0474058108105,370000084868,"37007"
5795,0,1,1,1,0,"2017000126370",3705300,370079204003,-80.0682252844776,34.9790153219098,370000088370,"37007"
5787,0,1,1,1,1,"2016001425853",3705300,370079201003,-79.9904340746635,34.9756670663692,370000083552,"37007"
5787,0,1,1,1,2,"2018HU0989924",3705300,370079201003,-79.9833909934308,34.9654588016888,370000083553,"37007"
5790,0,1,1,1,2,"2019HU0335294",3705300,370079203002,-80.1535000612407,35.0327373212939,370000086833,"37007"
