"logrecno","hh_age","hh_ethnicity","hh_income","hh_race","hh_size","serialno","puma_geoid","bg_geoid","lon_4326","lat_4326","hh_id","county_fips"
5893,0,1,0,0,2,"2016001371132",3700800,370159604004,-76.9608730659666,35.9987061184525,370000138113,"37015"
5881,0,1,0,0,3,"2015000969824",3700800,370159601005,-76.8237264941655,36.0693288164352,370000133120,"37015"
5879,0,1,0,1,0,"2015000940539",3700800,370159601003,-76.9316468233802,36.2248284743418,370000132703,"37015"
5886,0,1,0,1,0,"2015000329180",3700800,370159603001,-77.2306029581271,36.1979662357059,370000135290,"37015"
5879,0,1,0,1,1,"2018HU0431953",3700800,370159601003,-76.895779268286,36.2096348720033,370000132704,"37015"
5893,0,1,1,0,0,"2015001158930",3700800,370159604004,-76.957213832165,35.9996160286437,370000138114,"37015"
5879,0,1,1,0,1,"2018HU0255080",3700800,370159601003,-76.9349272561938,36.226863081519,370000132705,"37015"
5879,0,1,1,0,5,"2018HU1394542",3700800,370159601003,-76.9133090701863,36.2313805789515,370000132706,"37015"
5879,0,1,1,1,0,"2016001110690",3700800,370159601003,-76.9356497091283,36.2280241069028,370000132707,"37015"
5893,0,1,1,1,0,"2016001110690",3700800,370159604004,-76.9584585535557,36.005003957176,370000138115,"37015"
5879,0,1,1,1,1,"2017000720031",3700800,370159601003,-76.9323243414417,36.2244786329616,370000132708,"37015"
5879,0,1,1,1,5,"2018HU0865482",3700800,370159601003,-76.9384357982204,36.2277571769478,370000132709,"37015"
5879,0,1,2,0,0,"2015000770581",3700800,370159601003,-76.9377346590494,36.2167670919992,370000132710,"37015"
5879,0,1,2,0,0,"2016001479956",3700800,370159601003,-76.9356577789072,36.2269320326263,370000132711,"37015"
5893,0,1,2,0,0,"2017001322183",3700800,370159604004,-76.952365454851,35.9987378843229,370000138116,"37015"
5879,0,1,2,0,1,"2016000031628",3700800,370159601003,-76.9284539142165,36.2104464480932,370000132712,"37015"
5879,0,1,2,0,5,"2016000370884",3700800,370159601003,-76.9320359799286,36.2249090858424,370000132713,"37015"
5879,0,1,2,1,0,"2015001049991",3700800,370159601003,-76.9332913347632,36.2152463112172,370000132714,"37015"
5879,0,1,2,1,0,"2019HU1127201",3700800,370159601003,-76.8990513724541,36.1982355127293,370000132715,"37015"
5879,0,1,2,1,0,"2019HU1332726",3700800,370159601003,-76.9286230383197,36.2327673697971,370000132716,"37015"
5877,0,1,2,1,1,"2017000864916",3700800,370159601001,-76.7692194891752,36.2025788762086,370000132412,"37015"
5879,0,1,2,1,1,"2016000722429",3700800,370159601003,-76.8730715118466,36.2159302973398,370000132717,"37015"
5879,0,1,2,1,1,"2015000989942",3700800,370159601003,-76.9509786839578,36.197601385181,370000132718,"37015"
5879,0,1,2,1,1,"2019HU0983636",3700800,370159601003,-76.9410833875437,36.2038214218611,370000132719,"37015"
5879,0,1,2,1,5,"2016000869582",3700800,370159601003,-76.9269434802271,36.2278110136618,370000132720,"37015"
5879,0,1,3,0,0,"2015001494627",3700800,370159601003,-76.9312390497804,36.2249235300785,370000132721,"37015"
5879,0,1,3,0,1,"2017000063698",3700800,370159601003,-76.9337987152791,36.2115860725659,370000132722,"37015"
5881,0,1,3,0,1,"2019HU1404199",3700800,370159601005,-76.8734139914236,36.1042778056619,370000133121,"37015"
5879,0,1,3,0,2,"2017000991864",3700800,370159601003,-76.9331250651157,36.2298134480949,370000132723,"37015"
5881,0,1,3,0,2,"2015000008244",3700800,370159601005,-76.8657677220994,36.0669310871121,370000133122,"37015"
5881,0,1,3,0,3,"2016000624519",3700800,370159601005,-76.8315838597433,36.1300632877525,370000133123,"37015"
5879,0,1,3,1,0,"2017000509169",3700800,370159601003,-76.9538387749478,36.1851638119379,370000132724,"37015"
5879,0,1,3,1,0,"2017000187006",3700800,370159601003,-76.935375143852,36.2267711481677,370000132725,"37015"
5879,0,1,3,1,0,"2019HU1197482",3700800,370159601003,-76.9174057836987,36.2393487036727,370000132726,"37015"
5881,0,1,3,1,0,"2015000480552",3700800,370159601005,-76.8031008359008,36.1029064796579,370000133124,"37015"
5879,0,1,3,1,1,"2016001184025",3700800,370159601003,-76.9198682123492,36.2288530390448,370000132727,"37015"
5879,0,1,3,1,1,"2016001184025",3700800,370159601003,-76.9359114326854,36.2364882142757,370000132728,"37015"
5881,0,1,3,1,1,"2017000113626",3700800,370159601005,-76.8500342192492,36.0527744366256,370000133125,"37015"
5881,0,1,3,1,2,"2015001193347",3700800,370159601005,-76.8507780591212,36.0522370520605,370000133126,"37015"
5881,0,1,3,1,3,"2015001107210",3700800,370159601005,-76.8140021782497,36.0474668810027,370000133127,"37015"
5879,0,1,3,1,5,"2019HU0264082",3700800,370159601003,-76.8734311717835,36.2366374616068,370000132729,"37015"
5879,0,1,3,1,5,"2019HU0890225",3700800,370159601003,-76.915822572325,36.2394378563818,370000132730,"37015"
5879,0,1,4,0,0,"2016001477715",3700800,370159601003,-76.9287810764379,36.1941627503273,370000132731,"37015"
5881,0,1,4,0,0,"2019HU0605882",3700800,370159601005,-76.8617815303679,36.0229522471818,370000133128,"37015"
5879,0,1,4,0,1,"2015000878600",3700800,370159601003,-76.9282849882521,36.2236735516259,370000132732,"37015"
5879,0,1,4,0,1,"2015000540151",3700800,370159601003,-76.9065601578569,36.2007377747671,370000132733,"37015"
5881,0,1,4,0,1,"2018HU0872313",3700800,370159601005,-76.8045180421711,36.033968978177,370000133129,"37015"
5881,0,1,4,0,1,"2017000067558",3700800,370159601005,-76.851266412807,36.0180746424579,370000133130,"37015"
5881,0,1,4,0,1,"2019HU0973162",3700800,370159601005,-76.8701665574585,36.0329497465796,370000133131,"37015"
5881,0,1,4,0,2,"2017000023592",3700800,370159601005,-76.8496489555695,36.0608267547821,370000133132,"37015"
5881,0,1,4,0,2,"2018HU0891944",3700800,370159601005,-76.8270362337183,36.1371750128855,370000133133,"37015"
5893,0,1,4,0,2,"2017000414752",3700800,370159604004,-76.9553205194052,35.9985148760697,370000138117,"37015"
5881,0,1,4,0,3,"2018HU0336213",3700800,370159601005,-76.872653752799,36.1154017100441,370000133134,"37015"
5881,0,1,4,0,3,"2018HU0554466",3700800,370159601005,-76.8082790656398,36.0932888445302,370000133135,"37015"
5879,0,1,4,0,5,"2018HU0131159",3700800,370159601003,-76.9123207606979,36.2071086972737,370000132734,"37015"
5879,0,1,4,1,0,"2019HU1119594",3700800,370159601003,-76.9509806232345,36.1784236760233,370000132735,"37015"
5879,0,1,4,1,0,"2018HU0196721",3700800,370159601003,-76.9538588043452,36.177052055327,370000132736,"37015"
5881,0,1,4,1,0,"2019HU0455217",3700800,370159601005,-76.7962099835517,36.0654458414839,370000133136,"37015"
5879,0,1,4,1,1,"2015000748872",3700800,370159601003,-76.9383065030929,36.2272789964363,370000132737,"37015"
5879,0,1,4,1,1,"2019HU0967441",3700800,370159601003,-76.9311301055992,36.2257828151793,370000132738,"37015"
